file,species,temperature,nutrients,sample_ID,date,mean.dens.ml,day
20230826_00031,Tetrahymena,18,1,T1,2023-08-26,52.715952,5
20230826_00032,Tetrahymena,18,1,T2,2023-08-26,98.702208,5
20230826_00033,Loxocephalus,18,2,L4,2023-08-26,2383.247064,5
20230826_00034,Colpidium,18,3,C8,2023-08-26,3463.363272,5
20230826_00035,Tetrahymena,18,2,T5,2023-08-26,265.822992,5
20230826_00036,Colpidium,18,1,C1,2023-08-26,82.625712,5
20230826_00037,Loxocephalus,18,1,L1,2023-08-26,368.26392,5
20230826_00039,Loxocephalus,18,5,L13,2023-08-26,3210.438864,5
20230826_00043,Colpidium,18,2,C5,2023-08-26,2090.87916,5
20230826_00044,Tetrahymena,18,5,T14,2023-08-26,36.3486666666667,5
20230826_00045,Colpidium,18,4,C12,2023-08-26,6431.346144,5
20230826_00047,Loxocephalus,21,3,L23,2023-08-26,8793.843312,5
20230826_00048,Tetrahymena,21,2,T21,2023-08-26,169.737888,5
20230826_00049,Tetrahymena,21,1,T17,2023-08-26,206.003472,5
20230826_00050,Loxocephalus,21,2,L20,2023-08-26,6360.871272,5
20230826_00051,Colpidium,21,3,C24,2023-08-26,6417.139008,5
20230826_00052,Tetrahymena,21,1,T16,2023-08-26,143.753784,5
20230826_00053,Loxocephalus,21,1,L17,2023-08-26,583.053384,5
20230826_00054,Loxocephalus,21,4,L27,2023-08-26,15099.007656,5
20230826_00055,Colpidium,21,2,C19,2023-08-26,3220.346472,5
20230826_00056,Colpidium,21,5,C29,2023-08-26,6382.742784,5
20230826_00057,Colpidium,21,5,C28,2023-08-26,7449.773472,5
20230826_00058,Loxocephalus,21,1,L16,2023-08-26,366.955368,5
20230826_00059,Colpidium,21,4,C26,2023-08-26,6206.836008,5
20230826_00060,Loxocephalus,21,3,L22,2023-08-26,11820.337152,5
20230826_00061,Loxocephalus,21,2,L19,2023-08-26,5116.251384,5
20230826_00062,Loxocephalus,21,5,L28,2023-08-26,7138.525032,5
20230826_00064,Tetrahymena,21,1,T18,2023-08-26,144.8754,5
20230826_00065,Colpidium,21,2,C20,2023-08-26,2129.948784,5
20230826_00066,Colpidium,21,5,C30,2023-08-26,3136.78608,5
20230826_00067,Tetrahymena,21,4,T27,2023-08-26,40.7253428571429,5
20230826_00068,Colpidium,21,1,C17,2023-08-26,297.041304,5
20230826_00069,Tetrahymena,21,2,T19,2023-08-26,108.235944,5
20230826_00072,Loxocephalus,21,3,L24,2023-08-26,8633.63916,5
20230826_00073,Colpidium,21,1,C18,2023-08-26,141.13668,5
20230826_00074,Tetrahymena,21,4,T26,2023-08-26,52.6859716981132,5
20230826_00075,Tetrahymena,21,4,T25,2023-08-26,23.367,5
20230826_00077,Tetrahymena,21,3,T23,2023-08-26,23.367,5
20230826_00078,Colpidium,21,3,C22,2023-08-26,2645.518272,5
20230826_00079,Colpidium,21,4,C25,2023-08-26,5968.86648,5
20230826_00080,Tetrahymena,21,2,T20,2023-08-26,35.891712,5
20230826_00081,Colpidium,21,1,C16,2023-08-26,224.697072,5
20230826_00082,Colpidium,21,2,C21,2023-08-26,2667.57672,5
20230826_00083,Loxocephalus,21,2,L21,2023-08-26,6731.939232,5
20230826_00084,Loxocephalus,21,1,L18,2023-08-26,507.344304,5
20230826_00085,Loxocephalus,21,5,L30,2023-08-26,9252.958128,5
20230826_00086,Loxocephalus,21,5,L29,2023-08-26,8760.194832,5
20230826_00087,Colpidium,21,3,C23,2023-08-26,5859.135048,5
20230826_00088,Colpidium,21,4,C27,2023-08-26,2833.388952,5
20230826_00089,Loxocephalus,21,4,L26,2023-08-26,20327.794512,5
20230826_00090,Loxocephalus,21,4,L25,2023-08-26,17364.111168,5
20230826_00092,Loxocephalus,24,3,L38,2023-08-26,374.619744,5
20230826_00093,Loxocephalus,24,5,L45,2023-08-26,2724.966072,5
20230826_00095,Loxocephalus,24,5,L43,2023-08-26,4756.773456,5
20230826_00096,Loxocephalus,24,2,L34,2023-08-26,698.579832,5
20230826_00097,Colpidium,24,2,C34,2023-08-26,552.956688,5
20230826_00098,Loxocephalus,24,1,L32,2023-08-26,34.4355789473684,5
20230826_00099,Colpidium,24,5,C43,2023-08-26,271.0572,5
20230826_00101,Colpidium,24,5,C44,2023-08-26,389.574624,5
20230826_00104,Tetrahymena,24,3,T37,2023-08-26,23.367,5
20230826_00106,Tetrahymena,24,1,T31,2023-08-26,23.367,5
20230826_00107,Colpidium,24,3,C38,2023-08-26,533.70228,5
20230826_00108,Loxocephalus,24,4,L42,2023-08-26,344.149176,5
20230826_00110,Tetrahymena,24,1,T33,2023-08-26,114.591768,5
20230826_00111,Loxocephalus,24,1,L33,2023-08-26,24.76902,5
20230826_00113,Colpidium,24,1,C32,2023-08-26,46.547064,5
20230826_00114,Loxocephalus,24,3,L39,2023-08-26,570.902544,5
20230826_00115,Colpidium,24,4,C40,2023-08-26,403.034016,5
20230826_00116,Colpidium,24,5,C45,2023-08-26,159.83028,5
20230826_00117,Colpidium,24,4,C42,2023-08-26,465.657576,5
20230826_00118,Colpidium,24,3,C37,2023-08-26,876.355968,5
20230826_00120,Loxocephalus,24,2,L36,2023-08-26,635.208528,5
20230826_00121,Loxocephalus,24,1,L31,2023-08-26,27.2081506849315,5
20230826_00122,Tetrahymena,24,3,T38,2023-08-26,23.367,5
20230826_00123,Colpidium,24,4,C41,2023-08-26,661.379568,5
20230826_00124,Loxocephalus,24,4,L40,2023-08-26,999.733728,5
20230826_00125,Tetrahymena,24,2,T35,2023-08-26,23.367,5
20230826_00126,Colpidium,24,1,C33,2023-08-26,23.367,5
20230826_00127,Colpidium,24,2,C35,2023-08-26,125.620992,5
20230826_00128,Tetrahymena,24,1,T32,2023-08-26,41.499792,5
20230826_00129,Colpidium,24,3,C39,2023-08-26,158.8956,5
20230826_00130,Loxocephalus,24,3,L37,2023-08-26,515.195616,5
20230826_00131,Loxocephalus,24,5,L44,2023-08-26,3356.622816,5
20230826_00132,Loxocephalus,24,2,L35,2023-08-26,553.704432,5
20230826_00134,Loxocephalus,24,4,L41,2023-08-26,355.365336,5
20230826_00135,Colpidium,24,2,C36,2023-08-26,170.11176,5
20230826_00136,Loxocephalus,26,2,L49,2023-08-26,554.639112,5
20230826_00137,Loxocephalus,26,3,L53,2023-08-26,384.901224,5
20230826_00138,Colpidium,26,2,C49,2023-08-26,23.7379047619048,5
20230826_00139,Colpidium,26,1,C46,2023-08-26,23.367,5
20230826_00140,Loxocephalus,26,2,L50,2023-08-26,232.73532,5
20230826_00141,Tetrahymena,26,1,T48,2023-08-26,23.367,5
20230826_00142,Loxocephalus,26,1,L46,2023-08-26,37.6733265306122,5
20230826_00143,Loxocephalus,26,1,L47,2023-08-26,31.3330227272727,5
20230826_00144,Loxocephalus,26,5,L58,2023-08-26,4470.200568,5
20230826_00146,Colpidium,26,5,C59,2023-08-26,286.199016,5
20230826_00147,Tetrahymena,26,2,T51,2023-08-26,29.3585384615385,5
20230826_00148,Colpidium,26,4,C55,2023-08-26,79.073928,5
20230826_00149,Tetrahymena,26,3,T54,2023-08-26,23.367,5
20230826_00151,Colpidium,26,3,C52,2023-08-26,23.367,5
20230826_00152,Loxocephalus,26,4,L55,2023-08-26,499.11912,5
20230826_00153,Tetrahymena,26,1,T46,2023-08-26,191.048592,5
20230826_00154,Loxocephalus,26,3,L54,2023-08-26,321.342984,5
20230826_00156,Loxocephalus,26,4,L57,2023-08-26,434.813136,5
20230826_00157,Loxocephalus,26,3,L52,2023-08-26,445.468488,5
20230826_00158,Colpidium,26,1,C47,2023-08-26,23.367,5
20230826_00159,Tetrahymena,26,2,T49,2023-08-26,23.367,5
20230826_00163,Tetrahymena,26,4,T55,2023-08-26,23.367,5
20230826_00164,Tetrahymena,26,4,T56,2023-08-26,29.0789333333333,5
20230826_00165,Colpidium,26,5,C58,2023-08-26,365.833752,5
20230826_00166,Loxocephalus,26,5,L60,2023-08-26,1417.535688,5
20230826_00168,Colpidium,26,4,C56,2023-08-26,144.127656,5
20230826_00171,Colpidium,26,5,C60,2023-08-26,543.04908,5
20230826_00172,Colpidium,26,3,C54,2023-08-26,141.510552,5
20230826_00173,Tetrahymena,26,1,T47,2023-08-26,86.364432,5
20230826_00174,Loxocephalus,26,2,L51,2023-08-26,150.857352,5
20230826_00175,Loxocephalus,26,1,L48,2023-08-26,23.367,5
20230826_00176,Loxocephalus,26,5,L59,2023-08-26,3095.66016,5
20230826_00177,Colpidium,26,4,C57,2023-08-26,146.370888,5
20230826_00178,Colpidium,26,3,C53,2023-08-26,123.190824,5
20230826_00179,Loxocephalus,26,4,L56,2023-08-26,414.250176,5
20230826_00180,Colpidium,26,2,C51,2023-08-26,24.4291363636364,5
20230826_00181,Loxocephalus,28,5,L73,2023-08-26,1580.54388,5
20230826_00183,Loxocephalus,28,4,L70,2023-08-26,144.688464,5
20230826_00185,Loxocephalus,28,2,L65,2023-08-26,300.406152,5
20230826_00187,Loxocephalus,28,1,L61,2023-08-26,23.367,5
20230826_00189,Tetrahymena,28,2,T64,2023-08-26,328.633488,5
20230826_00191,Loxocephalus,28,1,L62,2023-08-26,23.367,5
20230826_00192,Loxocephalus,28,2,L66,2023-08-26,134.220048,5
20230826_00196,Loxocephalus,28,5,L75,2023-08-26,1016.371032,5
20230826_00198,Loxocephalus,28,2,L64,2023-08-26,257.410872,5
20230826_00200,Colpidium,28,1,C63,2023-08-26,23.367,5
20230826_00201,Tetrahymena,28,2,T66,2023-08-26,44.00785,5
20230826_00204,Tetrahymena,28,1,T63,2023-08-26,23.367,5
20230826_00205,Loxocephalus,28,3,L67,2023-08-26,23.740872,5
20230826_00207,Loxocephalus,28,4,L72,2023-08-26,64.119048,5
20230826_00210,Tetrahymena,28,1,T61,2023-08-26,47.1368793103448,5
20230826_00214,Loxocephalus,28,1,L63,2023-08-26,36.8327288135593,5
20230826_00215,Tetrahymena,28,2,T65,2023-08-26,61.68888,5
20230826_00216,Colpidium,28,2,C66,2023-08-26,43.556088,5
20230826_00218,Tetrahymena,28,1,T62,2023-08-26,73.091976,5
20230826_00221,Loxocephalus,28,5,L74,2023-08-26,631.84368,5
20230826_00223,Colpidium,28,1,C61,2023-08-26,23.367,5
20230826_00224,Loxocephalus,28,4,L71,2023-08-26,131.416008,5
20230828_00001,Tetrahymena,18,2,T6,2023-08-28,150.109608,6
20230828_00002,Colpidium,18,4,C10,2023-08-28,5508.816984,6
20230828_00003,Loxocephalus,18,4,L10,2023-08-28,23008.643688,6
20230828_00004,Loxocephalus,18,1,L3,2023-08-28,518.7474,6
20230828_00006,Colpidium,18,2,C6,2023-08-28,3746.384376,6
20230828_00007,Colpidium,18,5,C15,2023-08-28,8920.772856,6
20230828_00008,Tetrahymena,18,2,T4,2023-08-28,383.2188,6
20230828_00009,Loxocephalus,18,4,L12,2023-08-28,18695.656296,6
20230828_00010,Colpidium,18,1,C2,2023-08-28,378.358464,6
20230828_00011,Colpidium,18,4,C11,2023-08-28,5623.595688,6
20230828_00013,Tetrahymena,18,1,T3,2023-08-28,72.718104,6
20230828_00014,Colpidium,18,5,C14,2023-08-28,7880.847888,6
20230828_00015,Colpidium,18,3,C7,2023-08-28,7616.520384,6
20230828_00017,Loxocephalus,18,1,L2,2023-08-28,739.892688,6
20230828_00018,Colpidium,18,2,C4,2023-08-28,2353.711176,6
20230828_00019,Colpidium,18,5,C13,2023-08-28,7137.590352,6
20230828_00020,Loxocephalus,18,2,L5,2023-08-28,5300.757216,6
20230828_00021,Loxocephalus,18,2,L6,2023-08-28,5207.476152,6
20230828_00022,Loxocephalus,18,3,L7,2023-08-28,10860.607728,6
20230828_00023,Loxocephalus,18,3,L8,2023-08-28,10090.057536,6
20230828_00024,Loxocephalus,18,5,L15,2023-08-28,13206.841464,6
20230828_00025,Colpidium,18,1,C3,2023-08-28,208.059768,6
20230828_00026,Loxocephalus,18,4,L11,2023-08-28,23846.303904,6
20230828_00027,Colpidium,18,3,C9,2023-08-28,7961.043432,6
20230828_00029,Loxocephalus,18,5,L14,2023-08-28,15862.45428,6
20230828_00030,Loxocephalus,18,3,L9,2023-08-28,13282.924416,6
20230828_00031,Tetrahymena,18,1,T1,2023-08-28,87.672984,6
20230828_00032,Tetrahymena,18,1,T2,2023-08-28,194.600376,6
20230828_00033,Loxocephalus,18,2,L4,2023-08-28,4804.2552,6
20230828_00034,Colpidium,18,3,C8,2023-08-28,7671.479568,6
20230828_00035,Tetrahymena,18,2,T5,2023-08-28,321.903792,6
20230828_00036,Colpidium,18,1,C1,2023-08-28,336.4848,6
20230828_00037,Loxocephalus,18,1,L1,2023-08-28,616.701864,6
20230828_00039,Loxocephalus,18,5,L13,2023-08-28,12651.641544,6
20230828_00043,Colpidium,18,2,C5,2023-08-28,2684.027088,6
20230828_00045,Colpidium,18,4,C12,2023-08-28,7237.414176,6
20230828_00046,Tetrahymena,21,5,T28,2023-08-28,23.367,6
20230828_00047,Loxocephalus,21,3,L23,2023-08-28,8843.568288,6
20230828_00048,Tetrahymena,21,2,T21,2023-08-28,385.275096,6
20230828_00049,Tetrahymena,21,1,T17,2023-08-28,112.1616,6
20230828_00050,Loxocephalus,21,2,L20,2023-08-28,8502.78396,6
20230828_00051,Colpidium,21,3,C24,2023-08-28,6554.163096,6
20230828_00052,Tetrahymena,21,1,T16,2023-08-28,92.907192,6
20230828_00053,Loxocephalus,21,1,L17,2023-08-28,544.91844,6
20230828_00054,Loxocephalus,21,4,L27,2023-08-28,12409.185552,6
20230828_00055,Colpidium,21,2,C19,2023-08-28,2035.73304,6
20230828_00056,Colpidium,21,5,C29,2023-08-28,8919.65124,6
20230828_00057,Colpidium,21,5,C28,2023-08-28,9276.699,6
20230828_00058,Loxocephalus,21,1,L16,2023-08-28,556.695408,6
20230828_00059,Colpidium,21,4,C26,2023-08-28,8199.760704,6
20230828_00060,Loxocephalus,21,3,L22,2023-08-28,12394.417608,6
20230828_00061,Loxocephalus,21,2,L19,2023-08-28,5669.955816,6
20230828_00062,Loxocephalus,21,5,L28,2023-08-28,19293.103752,6
20230828_00064,Tetrahymena,21,1,T18,2023-08-28,46.173192,6
20230828_00065,Colpidium,21,2,C20,2023-08-28,2233.511328,6
20230828_00066,Colpidium,21,5,C30,2023-08-28,7648.112568,6
20230828_00068,Colpidium,21,1,C17,2023-08-28,147.118632,6
20230828_00069,Tetrahymena,21,2,T19,2023-08-28,597.634392,6
20230828_00072,Loxocephalus,21,3,L24,2023-08-28,7877.296104,6
20230828_00073,Colpidium,21,1,C18,2023-08-28,137.211024,6
20230828_00074,Tetrahymena,21,4,T26,2023-08-28,61.128072,6
20230828_00075,Tetrahymena,21,4,T25,2023-08-28,29.722824,6
20230828_00076,Tetrahymena,21,3,T24,2023-08-28,69.727128,6
20230828_00077,Tetrahymena,21,3,T23,2023-08-28,132.72456,6
20230828_00078,Colpidium,21,3,C22,2023-08-28,6084.019056,6
20230828_00079,Colpidium,21,4,C25,2023-08-28,6653.05224,6
20230828_00080,Tetrahymena,21,2,T20,2023-08-28,40.0577142857143,6
20230828_00081,Colpidium,21,1,C16,2023-08-28,251.615856,6
20230828_00082,Colpidium,21,2,C21,2023-08-28,4489.081104,6
20230828_00083,Loxocephalus,21,2,L21,2023-08-28,6142.156152,6
20230828_00084,Loxocephalus,21,1,L18,2023-08-28,421.166808,6
20230828_00085,Loxocephalus,21,5,L30,2023-08-28,14723.07936,6
20230828_00086,Loxocephalus,21,5,L29,2023-08-28,14748.128784,6
20230828_00087,Colpidium,21,3,C23,2023-08-28,6839.98824,6
20230828_00088,Colpidium,21,4,C27,2023-08-28,7545.858576,6
20230828_00089,Loxocephalus,21,4,L26,2023-08-28,17215.310112,6
20230828_00090,Loxocephalus,21,4,L25,2023-08-28,15546.719376,6
20230828_00091,Colpidium,24,1,C31,2023-08-28,23.367,6
20230828_00092,Loxocephalus,24,3,L38,2023-08-28,8305.192608,6
20230828_00093,Loxocephalus,24,5,L45,2023-08-28,16163.42124,6
20230828_00094,Tetrahymena,24,4,T40,2023-08-28,506.783496,6
20230828_00095,Loxocephalus,24,5,L43,2023-08-28,15816.841896,6
20230828_00096,Loxocephalus,24,2,L34,2023-08-28,2811.143568,6
20230828_00097,Colpidium,24,2,C34,2023-08-28,287.507568,6
20230828_00098,Loxocephalus,24,1,L32,2023-08-28,641.938224,6
20230828_00099,Colpidium,24,5,C43,2023-08-28,1602.602328,6
20230828_00101,Colpidium,24,5,C44,2023-08-28,1105.352568,6
20230828_00102,Tetrahymena,24,3,T39,2023-08-28,191.235528,6
20230828_00104,Tetrahymena,24,3,T37,2023-08-28,455.936904,6
20230828_00106,Tetrahymena,24,1,T31,2023-08-28,126.368736,6
20230828_00107,Colpidium,24,3,C38,2023-08-28,1930.488072,6
20230828_00108,Loxocephalus,24,4,L42,2023-08-28,10727.509296,6
20230828_00109,Tetrahymena,24,2,T36,2023-08-28,68.792448,6
20230828_00110,Tetrahymena,24,1,T33,2023-08-28,194.974248,6
20230828_00111,Loxocephalus,24,1,L33,2023-08-28,542.1144,6
20230828_00112,Tetrahymena,24,2,T34,2023-08-28,290.872416,6
20230828_00114,Loxocephalus,24,3,L39,2023-08-28,4555.817256,6
20230828_00115,Colpidium,24,4,C40,2023-08-28,2857.129824,6
20230828_00116,Colpidium,24,5,C45,2023-08-28,944.213736,6
20230828_00117,Colpidium,24,4,C42,2023-08-28,2256.504456,6
20230828_00118,Colpidium,24,3,C37,2023-08-28,816.723384,6
20230828_00119,Tetrahymena,24,4,T41,2023-08-28,69.16632,6
20230828_00120,Loxocephalus,24,2,L36,2023-08-28,6792.31956,6
20230828_00121,Loxocephalus,24,1,L31,2023-08-28,578.940792,6
20230828_00122,Tetrahymena,24,3,T38,2023-08-28,133.472304,6
20230828_00123,Colpidium,24,4,C41,2023-08-28,3477.94428,6
20230828_00124,Loxocephalus,24,4,L40,2023-08-28,10665.820416,6
20230828_00125,Tetrahymena,24,2,T35,2023-08-28,117.956616,6
20230828_00126,Colpidium,24,1,C33,2023-08-28,43.182216,6
20230828_00127,Colpidium,24,2,C35,2023-08-28,506.035752,6
20230828_00128,Tetrahymena,24,1,T32,2023-08-28,46.173192,6
20230828_00129,Colpidium,24,3,C39,2023-08-28,513.887064,6
20230828_00130,Loxocephalus,24,3,L37,2023-08-28,6874.5714,6
20230828_00131,Loxocephalus,24,5,L44,2023-08-28,16461.023352,6
20230828_00132,Loxocephalus,24,2,L35,2023-08-28,5963.819208,6
20230828_00133,Tetrahymena,24,4,T42,2023-08-28,195.908928,6
20230828_00134,Loxocephalus,24,4,L41,2023-08-28,8366.507616,6
20230828_00135,Colpidium,24,2,C36,2023-08-28,601.373112,6
20230828_00136,Loxocephalus,26,2,L49,2023-08-28,4255.784976,6
20230828_00137,Loxocephalus,26,3,L53,2023-08-28,3814.616016,6
20230828_00138,Colpidium,26,2,C49,2023-08-28,47.481744,6
20230828_00140,Loxocephalus,26,2,L50,2023-08-28,4026.227568,6
20230828_00141,Tetrahymena,26,1,T48,2023-08-28,58.324032,6
20230828_00142,Loxocephalus,26,1,L46,2023-08-28,209.181384,6
20230828_00143,Loxocephalus,26,1,L47,2023-08-28,522.859992,6
20230828_00144,Loxocephalus,26,5,L58,2023-08-28,18833.802,6
20230828_00145,Tetrahymena,26,4,T57,2023-08-28,425.653272,6
20230828_00146,Colpidium,26,5,C59,2023-08-28,1011.136824,6
20230828_00147,Tetrahymena,26,2,T51,2023-08-28,117.208872,6
20230828_00148,Colpidium,26,4,C55,2023-08-28,288.255312,6
20230828_00149,Tetrahymena,26,3,T54,2023-08-28,324.707832,6
20230828_00150,Tetrahymena,26,3,T52,2023-08-28,89.542344,6
20230828_00151,Colpidium,26,3,C52,2023-08-28,228.248856,6
20230828_00152,Loxocephalus,26,4,L55,2023-08-28,6132.248544,6
20230828_00153,Tetrahymena,26,1,T46,2023-08-28,119.825976,6
20230828_00154,Loxocephalus,26,3,L54,2023-08-28,2859.18612,6
20230828_00155,Colpidium,26,2,C50,2023-08-28,48.416424,6
20230828_00156,Loxocephalus,26,4,L57,2023-08-28,6193.002744,6
20230828_00157,Loxocephalus,26,3,L52,2023-08-28,3609.547224,6
20230828_00159,Tetrahymena,26,2,T49,2023-08-28,150.109608,6
20230828_00163,Tetrahymena,26,4,T55,2023-08-28,533.515344,6
20230828_00164,Tetrahymena,26,4,T56,2023-08-28,244.699224,6
20230828_00165,Colpidium,26,5,C58,2023-08-28,823.640016,6
20230828_00166,Loxocephalus,26,5,L60,2023-08-28,11594.518464,6
20230828_00167,Tetrahymena,26,3,T53,2023-08-28,394.808832,6
20230828_00168,Colpidium,26,4,C56,2023-08-28,963.094272,6
20230828_00170,Tetrahymena,26,2,T50,2023-08-28,35.330904,6
20230828_00171,Colpidium,26,5,C60,2023-08-28,929.632728,6
20230828_00172,Colpidium,26,3,C54,2023-08-28,444.533808,6
20230828_00173,Tetrahymena,26,1,T47,2023-08-28,206.938152,6
20230828_00174,Loxocephalus,26,2,L51,2023-08-28,4934.549592,6
20230828_00175,Loxocephalus,26,1,L48,2023-08-28,591.091632,6
20230828_00176,Loxocephalus,26,5,L59,2023-08-28,17725.832328,6
20230828_00177,Colpidium,26,4,C57,2023-08-28,441.729768,6
20230828_00178,Colpidium,26,3,C53,2023-08-28,230.118216,6
20230828_00179,Loxocephalus,26,4,L56,2023-08-28,6106.26444,6
20230828_00180,Colpidium,26,2,C51,2023-08-28,24.5124411764706,6
20230828_00181,Loxocephalus,28,5,L73,2023-08-28,7740.272016,6
20230828_00183,Loxocephalus,28,4,L70,2023-08-28,1323.50688,6
20230828_00184,Colpidium,28,3,C69,2023-08-28,23.367,6
20230828_00185,Loxocephalus,28,2,L65,2023-08-28,4531.702512,6
20230828_00186,Colpidium,28,5,C75,2023-08-28,64.6765178571429,6
20230828_00187,Loxocephalus,28,1,L61,2023-08-28,160.578024,6
20230828_00189,Tetrahymena,28,2,T64,2023-08-28,1841.132664,6
20230828_00190,Colpidium,28,5,C73,2023-08-28,23.367,6
20230828_00191,Loxocephalus,28,1,L62,2023-08-28,281.899488,6
20230828_00192,Loxocephalus,28,2,L66,2023-08-28,3471.214584,6
20230828_00194,Colpidium,28,4,C71,2023-08-28,23.367,6
20230828_00196,Loxocephalus,28,5,L75,2023-08-28,3095.286288,6
20230828_00198,Loxocephalus,28,2,L64,2023-08-28,4437.86064,6
20230828_00200,Colpidium,28,1,C63,2023-08-28,23.367,6
20230828_00201,Tetrahymena,28,2,T66,2023-08-28,324.894768,6
20230828_00203,Loxocephalus,28,3,L68,2023-08-28,35.143968,6
20230828_00204,Tetrahymena,28,1,T63,2023-08-28,137.211024,6
20230828_00205,Loxocephalus,28,3,L67,2023-08-28,23.367,6
20230828_00207,Loxocephalus,28,4,L72,2023-08-28,151.792032,6
20230828_00209,Tetrahymena,28,4,T71,2023-08-28,23.367,6
20230828_00210,Tetrahymena,28,1,T61,2023-08-28,112.722408,6
20230828_00214,Loxocephalus,28,1,L63,2023-08-28,277.786896,6
20230828_00215,Tetrahymena,28,2,T65,2023-08-28,679.886232,6
20230828_00218,Tetrahymena,28,1,T62,2023-08-28,138.145704,6
20230828_00219,Loxocephalus,28,3,L69,2023-08-28,248.437944,6
20230828_00220,Colpidium,28,2,C65,2023-08-28,46.734,6
20230828_00221,Loxocephalus,28,5,L74,2023-08-28,2446.431432,6
20230828_00224,Loxocephalus,28,4,L71,2023-08-28,857.475432,6
20230828_00225,Tetrahymena,28,5,T75,2023-08-28,23.367,6
20230830_00001,Tetrahymena,18,2,T6,2023-08-30,104.497224,7
20230830_00002,Colpidium,18,4,C10,2023-08-30,3829.757832,7
20230830_00003,Loxocephalus,18,4,L10,2023-08-30,14150.12052,7
20230830_00004,Loxocephalus,18,1,L3,2023-08-30,180.39324,7
20230830_00006,Colpidium,18,2,C6,2023-08-30,2037.041592,7
20230830_00007,Colpidium,18,5,C15,2023-08-30,7483.608888,7
20230830_00008,Tetrahymena,18,2,T4,2023-08-30,174.78516,7
20230830_00009,Loxocephalus,18,4,L12,2023-08-30,12350.300712,7
20230830_00010,Colpidium,18,1,C2,2023-08-30,334.241568,7
20230830_00011,Colpidium,18,4,C11,2023-08-30,5845.48872,7
20230830_00013,Tetrahymena,18,1,T3,2023-08-30,200.9562,7
20230830_00014,Colpidium,18,5,C14,2023-08-30,7851.498936,7
20230830_00015,Colpidium,18,3,C7,2023-08-30,6007.001424,7
20230830_00016,Tetrahymena,18,3,T7,2023-08-30,39.443496,7
20230830_00017,Loxocephalus,18,1,L2,2023-08-30,807.56352,7
20230830_00018,Colpidium,18,2,C4,2023-08-30,3113.979888,7
20230830_00019,Colpidium,18,5,C13,2023-08-30,6433.40244,7
20230830_00020,Loxocephalus,18,2,L5,2023-08-30,3634.03584,7
20230830_00021,Loxocephalus,18,2,L6,2023-08-30,3829.570896,7
20230830_00022,Loxocephalus,18,3,L7,2023-08-30,9453.914328,7
20230830_00023,Loxocephalus,18,3,L8,2023-08-30,10977.068856,7
20230830_00024,Loxocephalus,18,5,L15,2023-08-30,14284.340568,7
20230830_00025,Colpidium,18,1,C3,2023-08-30,312.18312,7
20230830_00026,Loxocephalus,18,4,L11,2023-08-30,9576.170472,7
20230830_00027,Colpidium,18,3,C9,2023-08-30,5005.959144,7
20230830_00029,Loxocephalus,18,5,L14,2023-08-30,19092.895296,7
20230830_00030,Loxocephalus,18,3,L9,2023-08-30,8000.113056,7
20230830_00031,Tetrahymena,18,1,T1,2023-08-30,135.341664,7
20230830_00032,Tetrahymena,18,1,T2,2023-08-30,149.361864,7
20230830_00033,Loxocephalus,18,2,L4,2023-08-30,4907.817744,7
20230830_00034,Colpidium,18,3,C8,2023-08-30,4409.446368,7
20230830_00035,Tetrahymena,18,2,T5,2023-08-30,109.35756,7
20230830_00036,Colpidium,18,1,C1,2023-08-30,204.507984,7
20230830_00037,Loxocephalus,18,1,L1,2023-08-30,535.57164,7
20230830_00039,Loxocephalus,18,5,L13,2023-08-30,17115.486288,7
20230830_00043,Colpidium,18,2,C5,2023-08-30,2989.854384,7
20230830_00045,Colpidium,18,4,C12,2023-08-30,6577.530096,7
20230830_00047,Loxocephalus,21,3,L23,2023-08-30,7886.455968,7
20230830_00048,Tetrahymena,21,2,T21,2023-08-30,106.55352,7
20230830_00049,Tetrahymena,21,1,T17,2023-08-30,67.8396774193548,7
20230830_00050,Loxocephalus,21,2,L20,2023-08-30,5332.723272,7
20230830_00051,Colpidium,21,3,C24,2023-08-30,5531.43624,7
20230830_00052,Tetrahymena,21,1,T16,2023-08-30,37.013328,7
20230830_00053,Loxocephalus,21,1,L17,2023-08-30,439.860408,7
20230830_00054,Loxocephalus,21,4,L27,2023-08-30,9020.970552,7
20230830_00055,Colpidium,21,2,C19,2023-08-30,2829.837168,7
20230830_00056,Colpidium,21,5,C29,2023-08-30,8405.016432,7
20230830_00057,Colpidium,21,5,C28,2023-08-30,4813.415064,7
20230830_00058,Loxocephalus,21,1,L16,2023-08-30,229.557408,7
20230830_00059,Colpidium,21,4,C26,2023-08-30,4371.872232,7
20230830_00060,Loxocephalus,21,3,L22,2023-08-30,6787.64616,7
20230830_00061,Loxocephalus,21,2,L19,2023-08-30,3999.869592,7
20230830_00062,Loxocephalus,21,5,L28,2023-08-30,9253.145064,7
20230830_00064,Tetrahymena,21,1,T18,2023-08-30,100.01076,7
20230830_00065,Colpidium,21,2,C20,2023-08-30,3164.078736,7
20230830_00066,Colpidium,21,5,C30,2023-08-30,5234.394936,7
20230830_00067,Tetrahymena,21,4,T27,2023-08-30,23.367,7
20230830_00068,Colpidium,21,1,C17,2023-08-30,171.420312,7
20230830_00069,Tetrahymena,21,2,T19,2023-08-30,120.947592,7
20230830_00070,Tetrahymena,21,5,T30,2023-08-30,400.416912,7
