file,species,temperature,nutrients,sample_ID,date,mean.dens.ml,day
20230906_00079,Colpidium,21,4,C25,2023-09-08,6354.88932,11
20230906_00081,Colpidium,21,1,C16,2023-09-08,509.4006,11
20230906_00082,Colpidium,21,2,C21,2023-09-08,2646.07908,11
20230906_00083,Loxocephalus,21,2,L21,2023-09-08,3201.092064,11
20230906_00084,Loxocephalus,21,1,L18,2023-09-08,213.667848,11
20230906_00085,Loxocephalus,21,5,L30,2023-09-08,6524.440272,11
20230906_00086,Loxocephalus,21,5,L29,2023-09-08,6179.16948,11
20230906_00087,Colpidium,21,3,C23,2023-09-08,3970.333704,11
20230906_00088,Colpidium,21,4,C27,2023-09-08,6064.951584,11
20230906_00089,Loxocephalus,21,4,L26,2023-09-08,3585.993288,11
20230906_00090,Loxocephalus,21,4,L25,2023-09-08,4188.488016,11
20230906_00091,Colpidium,24,1,C31,2023-09-08,23.367,11
20230906_00092,Loxocephalus,24,3,L38,2023-09-08,2103.403872,11
20230906_00093,Loxocephalus,24,5,L45,2023-09-08,5854.648584,11
20230906_00094,Tetrahymena,24,4,T40,2023-09-08,105.244968,11
20230906_00095,Loxocephalus,24,5,L43,2023-09-08,4619.749368,11
20230906_00096,Loxocephalus,24,2,L34,2023-09-08,1216.205616,11
20230908_00097,Colpidium,24,2,C34,2023-09-08,1111.33452,11
20230908_00098,Loxocephalus,24,1,L32,2023-09-08,170.672568,11
20230908_00099,Colpidium,24,5,C43,2023-09-08,3677.9658,11
20230908_00100,Tetrahymena,24,5,T44,2023-09-08,43.1080862068966,11
20230908_00101,Colpidium,24,5,C44,2023-09-08,2865.915816,11
20230908_00107,Colpidium,24,3,C38,2023-09-08,1442.024304,11
20230908_00108,Loxocephalus,24,4,L42,2023-09-08,1865.060472,11
20230908_00111,Loxocephalus,24,1,L33,2023-09-08,307.135848,11
20230908_00113,Colpidium,24,1,C32,2023-09-08,23.367,11
20230908_00114,Loxocephalus,24,3,L39,2023-09-08,1479.785376,11
20230908_00115,Colpidium,24,4,C40,2023-09-08,2105.647104,11
20230908_00116,Colpidium,24,5,C45,2023-09-08,4784.253048,11
20230908_00117,Colpidium,24,4,C42,2023-09-08,2345.859864,11
20230908_00118,Colpidium,24,3,C37,2023-09-08,1696.070328,11
20230908_00119,Tetrahymena,24,4,T41,2023-09-08,23.367,11
20230908_00120,Loxocephalus,24,2,L36,2023-09-08,900.657648,11
20230908_00121,Loxocephalus,24,1,L31,2023-09-08,291.62016,11
20230908_00123,Colpidium,24,4,C41,2023-09-08,3356.622816,11
20230908_00124,Loxocephalus,24,4,L40,2023-09-08,2330.718048,11
20230908_00126,Colpidium,24,1,C33,2023-09-08,23.367,11
20230908_00127,Colpidium,24,2,C35,2023-09-08,561.555744,11
20230908_00129,Colpidium,24,3,C39,2023-09-08,1192.838616,11
20230908_00130,Loxocephalus,24,3,L37,2023-09-08,2109.198888,11
20230908_00131,Loxocephalus,24,5,L44,2023-09-08,5775.761592,11
20230908_00132,Loxocephalus,24,2,L35,2023-09-08,1455.670632,11
20230908_00133,Tetrahymena,24,4,T42,2023-09-08,99.07608,11
20230908_00134,Loxocephalus,24,4,L41,2023-09-08,2098.3566,11
20230908_00135,Colpidium,24,2,C36,2023-09-08,511.26996,11
20230908_00136,Loxocephalus,26,2,L49,2023-09-08,291.62016,11
20230908_00137,Loxocephalus,26,3,L53,2023-09-08,821.58372,11
20230908_00138,Colpidium,26,2,C49,2023-09-08,69.727128,11
20230908_00140,Loxocephalus,26,2,L50,2023-09-08,277.59996,11
20230908_00142,Loxocephalus,26,1,L46,2023-09-08,149.5488,11
20230908_00143,Loxocephalus,26,1,L47,2023-09-08,154.2222,11
20230908_00144,Loxocephalus,26,5,L58,2023-09-08,3822.654264,11
20230908_00145,Tetrahymena,26,4,T57,2023-09-08,70.287936,11
20230908_00146,Colpidium,26,5,C59,2023-09-08,663.996672,11
20230908_00148,Colpidium,26,4,C55,2023-09-08,851.306544,11
20230908_00151,Colpidium,26,3,C52,2023-09-08,266.3838,11
20230908_00152,Loxocephalus,26,4,L55,2023-09-08,1472.868744,11
20230908_00154,Loxocephalus,26,3,L54,2023-09-08,1540.913448,11
20230908_00155,Colpidium,26,2,C50,2023-09-08,91.59864,11
20230908_00156,Loxocephalus,26,4,L57,2023-09-08,2337.821616,11
20230908_00157,Loxocephalus,26,3,L52,2023-09-08,1550.63412,11
20230908_00161,Tetrahymena,26,5,T59,2023-09-08,26.3713285714286,11
20230908_00164,Tetrahymena,26,4,T56,2023-09-08,23.367,11
20230908_00165,Colpidium,26,5,C58,2023-09-08,788.122176,11
20230908_00166,Loxocephalus,26,5,L60,2023-09-08,5031.38244,11
20230908_00168,Colpidium,26,4,C56,2023-09-08,594.082608,11
20230908_00170,Tetrahymena,26,2,T50,2023-09-08,23.367,11
20230908_00171,Colpidium,26,5,C60,2023-09-08,801.581568,11
20230908_00172,Colpidium,26,3,C54,2023-09-08,465.47064,11
20230908_00173,Tetrahymena,26,1,T47,2023-09-08,23.367,11
20230908_00174,Loxocephalus,26,2,L51,2023-09-08,552.956688,11
20230908_00175,Loxocephalus,26,1,L48,2023-09-08,98.889144,11
20230908_00176,Loxocephalus,26,5,L59,2023-09-08,4531.515576,11
20230908_00177,Colpidium,26,4,C57,2023-09-08,671.847984,11
20230908_00178,Colpidium,26,3,C53,2023-09-08,547.909416,11
20230908_00179,Loxocephalus,26,4,L56,2023-09-08,1998.532776,11
20230908_00180,Colpidium,26,2,C51,2023-09-08,53.089824,11
20230908_00181,Loxocephalus,28,5,L73,2023-09-08,345.457728,11
20230908_00183,Loxocephalus,28,4,L70,2023-09-08,82.625712,11
20230908_00196,Loxocephalus,28,5,L75,2023-09-08,1952.172648,11
20230908_00203,Loxocephalus,28,3,L68,2023-09-08,42.808344,11
20230908_00205,Loxocephalus,28,3,L67,2023-09-08,208.246704,11
20230908_00207,Loxocephalus,28,4,L72,2023-09-08,134.780856,11
20230908_00219,Loxocephalus,28,3,L69,2023-09-08,23.367,11
20230908_00221,Loxocephalus,28,5,L74,2023-09-08,2660.473152,11
20230908_00224,Loxocephalus,28,4,L71,2023-09-08,23.367,11
20230908_00225,Tetrahymena,28,5,T75,2023-09-08,93.094128,11
20231010_00001,Dexiostoma,18,5,D15,2023-10-10,289.7508,1
20231010_00002,Spirostomum,18,1,S1,2023-10-10,50.659656,1
20231010_00003,Dexiostoma,18,2,D6,2023-10-10,93.468,1
20231010_00004,Dexiostoma,18,1,D2,2023-10-10,121.321464,1
20231010_00005,Dexiostoma,18,5,D14,2023-10-10,186.562128,1
20231010_00006,Spirostomum,18,1,S3,2023-10-10,63.932112,1
20231010_00007,Dexiostoma,18,3,D9,2023-10-10,150.857352,1
20231010_00008,Spirostomum,18,1,S2,2023-10-10,23.367,1
20231010_00009,Dexiostoma,18,1,D3,2023-10-10,54.585312,1
20231010_00010,Dexiostoma,18,1,D1,2023-10-10,96.645912,1
20231010_00011,Spirostomum,18,2,S6,2023-10-10,94.028808,1
20231010_00012,Dexiostoma,18,2,D5,2023-10-10,137.584896,1
20231010_00013,Spirostomum,18,2,S4,2023-10-10,24.675552,1
20231010_00014,Spirostomum,18,2,S5,2023-10-10,23.367,1
20231010_00015,Spirostomum,18,3,S9,2023-10-10,23.367,1
20231010_00016,Spirostomum,18,3,S8,2023-10-10,106.740456,1
20231010_00017,Dexiostoma,18,2,D4,2023-10-10,130.481328,1
20231010_00018,Spirostomum,18,5,S15,2023-10-10,86.92524,1
20231010_00019,Spirostomum,18,3,S7,2023-10-10,86.551368,1
20231010_00020,Spirostomum,18,5,S14,2023-10-10,82.25184,1
20231010_00021,Dexiostoma,18,3,D8,2023-10-10,144.688464,1
20231010_00022,Dexiostoma,18,3,D7,2023-10-10,117.021936,1
20231010_00023,Spirostomum,18,4,S12,2023-10-10,24.114744,1
20231010_00024,Spirostomum,18,5,S13,2023-10-10,60.567264,1
20231010_00025,Dexiostoma,18,4,D10,2023-10-10,154.969944,1
20231010_00026,Spirostomum,18,4,S11,2023-10-10,41.312856,1
20231010_00027,Dexiostoma,18,5,D13,2023-10-10,229.93128,1
20231010_00028,Dexiostoma,18,4,D12,2023-10-10,185.253576,1
20231010_00029,Dexiostoma,18,4,D11,2023-10-10,134.033112,1
20231010_00030,Spirostomum,18,4,S10,2023-10-10,25.610232,1
20231010_00031,Dexiostoma,21,1,D16,2023-10-10,101.319312,1
20231010_00032,Spirostomum,21,2,S19,2023-10-10,124.499376,1
20231010_00033,Spirostomum,21,1,S18,2023-10-10,117.956616,1
20231010_00034,Spirostomum,21,2,S20,2023-10-10,29.6875819672131,1
20231010_00035,Spirostomum,21,3,S23,2023-10-10,24.862488,1
20231010_00036,Spirostomum,21,4,S27,2023-10-10,23.367,1
20231010_00037,Spirostomum,21,1,S16,2023-10-10,65.988408,1
20231010_00038,Spirostomum,21,4,S25,2023-10-10,48.042552,1
20231010_00039,Dexiostoma,21,1,D18,2023-10-10,74.400528,1
20231010_00040,Spirostomum,21,4,S26,2023-10-10,68.605512,1
20231010_00041,Spirostomum,21,3,S22,2023-10-10,23.367,1
20231010_00042,Dexiostoma,21,2,D21,2023-10-10,219.836736,1
20231010_00043,Dexiostoma,21,1,D17,2023-10-10,90.290088,1
20231010_00044,Dexiostoma,21,4,D26,2023-10-10,317.230392,1
20231010_00045,Spirostomum,21,5,S30,2023-10-10,66.36228,1
20231010_00046,Dexiostoma,21,2,D19,2023-10-10,117.395808,1
20231010_00047,Dexiostoma,21,5,D30,2023-10-10,214.415592,1
20231010_00048,Spirostomum,21,2,S21,2023-10-10,36.078648,1
20231010_00049,Spirostomum,21,5,S29,2023-10-10,138.519576,1
20231010_00050,Dexiostoma,21,5,D28,2023-10-10,202.264752,1
20231010_00051,Spirostomum,21,1,S17,2023-10-10,42.434472,1
20231010_00052,Dexiostoma,21,3,D22,2023-10-10,104.497224,1
20231010_00053,Spirostomum,21,3,S24,2023-10-10,23.367,1
20231010_00054,Spirostomum,21,5,S28,2023-10-10,80.943288,1
20231010_00055,Dexiostoma,21,2,D20,2023-10-10,44.303832,1
20231010_00056,Dexiostoma,21,3,D23,2023-10-10,201.143136,1
20231010_00057,Dexiostoma,21,4,D25,2023-10-10,161.69964,1
20231010_00058,Dexiostoma,21,4,D27,2023-10-10,278.721576,1
20231010_00059,Dexiostoma,21,5,D29,2023-10-10,356.11308,1
20231010_00060,Dexiostoma,21,3,D24,2023-10-10,194.787312,1
20231010_00061,Spirostomum,24,2,S34,2023-10-10,51.968208,1
20231010_00062,Spirostomum,24,3,S38,2023-10-10,48.416424,1
20231010_00063,Spirostomum,24,1,S31,2023-10-10,48.229488,1
20231010_00064,Dexiostoma,24,1,D32,2023-10-10,106.55352,1
20231010_00065,Dexiostoma,24,2,D36,2023-10-10,46.734,1
20231010_00066,Dexiostoma,24,3,D39,2023-10-10,111.413856,1
20231010_00067,Dexiostoma,24,3,D37,2023-10-10,220.771416,1
20231010_00068,Dexiostoma,24,2,D35,2023-10-10,117.395808,1
20231010_00069,Dexiostoma,24,1,D31,2023-10-10,35.891712,1
20231010_00070,Dexiostoma,24,2,D34,2023-10-10,112.1616,1
20231010_00071,Dexiostoma,24,3,D38,2023-10-10,139.828128,1
20231010_00072,Spirostomum,24,2,S35,2023-10-10,70.101,1
20231010_00073,Spirostomum,24,4,S41,2023-10-10,23.367,1
20231010_00074,Spirostomum,24,3,S39,2023-10-10,25.797168,1
20231010_00075,Dexiostoma,24,1,D33,2023-10-10,87.672984,1
20231010_00076,Spirostomum,24,1,S33,2023-10-10,46.547064,1
20231010_00077,Spirostomum,24,4,S40,2023-10-10,28.8762926829268,1
20231010_00078,Dexiostoma,24,4,D42,2023-10-10,213.480912,1
20231010_00079,Spirostomum,24,5,S43,2023-10-10,34.957032,1
20231010_00080,Spirostomum,24,1,S32,2023-10-10,70.101,1
20231010_00081,Spirostomum,24,3,S37,2023-10-10,23.367,1
20231010_00082,Spirostomum,24,5,S45,2023-10-10,143.192976,1
20231010_00083,Dexiostoma,24,5,D45,2023-10-10,171.98112,1
20231010_00084,Spirostomum,24,4,S42,2023-10-10,31.405248,1
20231010_00085,Spirostomum,24,2,S36,2023-10-10,46.734,1
20231010_00086,Spirostomum,24,5,S44,2023-10-10,64.866792,1
20231010_00087,Dexiostoma,24,4,D40,2023-10-10,451.45044,1
20231010_00088,Dexiostoma,24,5,D43,2023-10-10,179.45856,1
20231010_00089,Dexiostoma,24,5,D44,2023-10-10,442.477512,1
20231010_00090,Dexiostoma,24,4,D41,2023-10-10,383.779608,1
20231010_00091,Dexiostoma,26,1,D46,2023-10-10,40.752048,1
20231010_00092,Spirostomum,26,3,S52,2023-10-10,104.68416,1
20231010_00093,Dexiostoma,26,2,D50,2023-10-10,220.397544,1
20231010_00094,Spirostomum,26,3,S54,2023-10-10,25.049424,1
20231010_00095,Dexiostoma,26,1,D47,2023-10-10,65.240664,1
20231010_00096,Spirostomum,26,2,S51,2023-10-10,36.078648,1
20231010_00097,Dexiostoma,26,3,D53,2023-10-10,247.877136,1
20231010_00099,Dexiostoma,26,3,D54,2023-10-10,291.994032,1
20231010_00100,Spirostomum,26,1,S47,2023-10-10,41.12592,1
20231010_00101,Dexiostoma,26,4,D57,2023-10-10,207.49896,1
20231010_00102,Dexiostoma,26,5,D59,2023-10-10,157.02624,1
20231010_00103,Dexiostoma,26,4,D56,2023-10-10,301.714704,1
20231010_00104,Spirostomum,26,5,S60,2023-10-10,45.986256,1
20231010_00105,Dexiostoma,26,1,D48,2023-10-10,111.039984,1
20231010_00106,Spirostomum,26,4,S57,2023-10-10,30.8778214285714,1
20231010_00107,Spirostomum,26,2,S50,2023-10-10,58.697904,1
20231010_00108,Spirostomum,26,1,S46,2023-10-10,82.625712,1
20231010_00109,Dexiostoma,26,3,D52,2023-10-10,238.156464,1
20231010_00110,Spirostomum,26,5,S59,2023-10-10,27.853464,1
20231010_00112,Spirostomum,26,1,S48,2023-10-10,50.285784,1
20231010_00113,Spirostomum,26,5,S58,2023-10-10,43.743024,1
20231010_00114,Dexiostoma,26,2,D51,2023-10-10,175.71984,1
20231010_00115,Dexiostoma,26,4,D55,2023-10-10,230.492088,1
20231010_00116,Spirostomum,26,3,S53,2023-10-10,113.470152,1
20231010_00117,Spirostomum,26,2,S49,2023-10-10,23.367,1
20231010_00118,Dexiostoma,26,2,D49,2023-10-10,46.920936,1
20231010_00119,Dexiostoma,26,5,D60,2023-10-10,184.879704,1
20231010_00120,Dexiostoma,26,5,D58,2023-10-10,405.090312,1
20231010_00121,Spirostomum,28,2,S66,2023-10-10,23.367,1
20231010_00122,Dexiostoma,28,3,D68,2023-10-10,189.179232,1
20231010_00123,Dexiostoma,28,4,D72,2023-10-10,168.803208,1
20231010_00124,Dexiostoma,28,1,D61,2023-10-10,61.68888,1
20231010_00125,Dexiostoma,28,4,D71,2023-10-10,168.2424,1
20231010_00126,Spirostomum,28,1,S62,2023-10-10,23.367,1
20231010_00127,Spirostomum,28,1,S63,2023-10-10,42.99528,1
20231010_00128,Dexiostoma,28,3,D67,2023-10-10,95.33736,1
20231010_00129,Dexiostoma,28,5,D73,2023-10-10,228.06192,1
20231010_00130,Dexiostoma,28,4,D70,2023-10-10,208.994448,1
20231010_00131,Spirostomum,28,4,S72,2023-10-10,43.2069056603774,1
20231010_00132,Spirostomum,28,3,S67,2023-10-10,41.12592,1
20231010_00133,Dexiostoma,28,5,D74,2023-10-10,154.2222,1
20231010_00134,Spirostomum,28,2,S64,2023-10-10,61.128072,1
20231010_00135,Dexiostoma,28,1,D62,2023-10-10,78.700056,1
20231010_00138,Spirostomum,28,5,S75,2023-10-10,42.5149583333333,1
20231010_00139,Spirostomum,28,3,S69,2023-10-10,23.367,1
20231010_00140,Dexiostoma,28,1,D63,2023-10-10,60.941136,1
20231010_00141,Dexiostoma,28,3,D69,2023-10-10,117.021936,1
20231010_00142,Spirostomum,28,2,S65,2023-10-10,38.32188,1
20231010_00144,Spirostomum,28,1,S61,2023-10-10,23.367,1
20231010_00145,Spirostomum,28,3,S68,2023-10-10,89.168472,1
20231010_00146,Spirostomum,28,4,S70,2023-10-10,23.367,1
20231010_00147,Dexiostoma,28,2,D65,2023-10-10,149.922672,1
20231010_00148,Dexiostoma,28,5,D75,2023-10-10,138.33264,1
20231010_00149,Dexiostoma,28,2,D64,2023-10-10,227.314176,1
20231010_00150,Dexiostoma,28,2,D66,2023-10-10,301.90164,1
20231011_00001,Dexiostoma,18,5,D15,2023-10-11,256.289256,2
20231011_00002,Spirostomum,18,1,S1,2023-10-11,65.801472,2
20231011_00003,Dexiostoma,18,2,D6,2023-10-11,355.1784,2
20231011_00004,Dexiostoma,18,1,D2,2023-10-11,141.884424,2
20231011_00005,Dexiostoma,18,5,D14,2023-10-11,252.550536,2
20231011_00006,Spirostomum,18,1,S3,2023-10-11,32.152992,2
20231011_00007,Dexiostoma,18,3,D9,2023-10-11,188.244552,2
20231011_00008,Spirostomum,18,1,S2,2023-10-11,48.977232,2
20231011_00009,Dexiostoma,18,1,D3,2023-10-11,126.555672,2
20231011_00010,Dexiostoma,18,1,D1,2023-10-11,137.024088,2
20231011_00011,Spirostomum,18,2,S6,2023-10-11,75.148272,2
20231011_00012,Dexiostoma,18,2,D5,2023-10-11,235.352424,2
20231011_00013,Spirostomum,18,2,S4,2023-10-11,82.812648,2
20231011_00014,Spirostomum,18,2,S5,2023-10-11,66.736152,2
20231011_00015,Spirostomum,18,3,S9,2023-10-11,59.632584,2
20231011_00016,Spirostomum,18,3,S8,2023-10-11,101.319312,2
20231011_00017,Dexiostoma,18,2,D4,2023-10-11,351.252744,2
20231011_00018,Spirostomum,18,5,S15,2023-10-11,173.85048,2
20231011_00019,Spirostomum,18,3,S7,2023-10-11,25.23636,2
20231011_00020,Spirostomum,18,5,S14,2023-10-11,79.260864,2
20231011_00021,Dexiostoma,18,3,D8,2023-10-11,259.467168,2
20231011_00022,Dexiostoma,18,3,D7,2023-10-11,164.877552,2
20231011_00023,Spirostomum,18,4,S12,2023-10-11,23.367,2
20231011_00024,Spirostomum,18,5,S13,2023-10-11,61.68888,2
20231011_00025,Dexiostoma,18,4,D10,2023-10-11,358.91712,2
20231011_00026,Spirostomum,18,4,S11,2023-10-11,51.781272,2
20231011_00027,Dexiostoma,18,5,D13,2023-10-11,354.056784,2
20231011_00028,Dexiostoma,18,4,D12,2023-10-11,319.286688,2
20231011_00029,Dexiostoma,18,4,D11,2023-10-11,207.312024,2
20231011_00030,Spirostomum,18,4,S10,2023-10-11,58.697904,2
20231011_00031,Dexiostoma,21,1,D16,2023-10-11,138.145704,2
20231011_00032,Spirostomum,21,2,S19,2023-10-11,77.765376,2
20231011_00033,Spirostomum,21,1,S18,2023-10-11,80.195544,2
20231011_00034,Spirostomum,21,2,S20,2023-10-11,45.760375,2
20231011_00035,Spirostomum,21,3,S23,2023-10-11,50.098848,2
20231011_00036,Spirostomum,21,4,S27,2023-10-11,36.265584,2
20231011_00037,Spirostomum,21,1,S16,2023-10-11,49.351104,2
20231011_00039,Dexiostoma,21,1,D18,2023-10-11,140.388936,2
20231011_00040,Spirostomum,21,4,S26,2023-10-11,26.731848,2
20231011_00041,Spirostomum,21,3,S22,2023-10-11,49.351104,2
20231011_00042,Dexiostoma,21,2,D21,2023-10-11,321.716856,2
20231011_00043,Dexiostoma,21,1,D17,2023-10-11,168.803208,2
20231011_00044,Dexiostoma,21,4,D26,2023-10-11,679.886232,2
20231011_00045,Spirostomum,21,5,S30,2023-10-11,27.4664736842105,2
20231011_00046,Dexiostoma,21,2,D19,2023-10-11,500.614608,2
20231011_00047,Dexiostoma,21,5,D30,2023-10-11,713.908584,2
20231011_00048,Spirostomum,21,2,S21,2023-10-11,156.465432,2
20231011_00049,Spirostomum,21,5,S29,2023-10-11,115.339512,2
20231011_00050,Dexiostoma,21,5,D28,2023-10-11,703.627104,2
20231011_00051,Spirostomum,21,1,S17,2023-10-11,61.128072,2
20231011_00052,Dexiostoma,21,3,D22,2023-10-11,190.487784,2
20231011_00053,Spirostomum,21,3,S24,2023-10-11,27.479592,2
20231011_00054,Spirostomum,21,5,S28,2023-10-11,62.249688,2
20231011_00055,Dexiostoma,21,2,D20,2023-10-11,438.36492,2
20231011_00056,Dexiostoma,21,3,D23,2023-10-11,162.821256,2
20231011_00057,Dexiostoma,21,4,D25,2023-10-11,712.039224,2
20231011_00058,Dexiostoma,21,4,D27,2023-10-11,1209.662856,2
20231011_00059,Dexiostoma,21,5,D29,2023-10-11,578.753856,2
20231011_00060,Dexiostoma,21,3,D24,2023-10-11,234.60468,2
20231011_00061,Spirostomum,24,2,S34,2023-10-11,60.567264,2
20231011_00062,Spirostomum,24,3,S38,2023-10-11,55.893864,2
20231011_00063,Spirostomum,24,1,S31,2023-10-11,46.734,2
20231011_00064,Dexiostoma,24,1,D32,2023-10-11,217.406568,2
20231011_00065,Dexiostoma,24,2,D36,2023-10-11,357.98244,2
20231011_00066,Dexiostoma,24,3,D39,2023-10-11,190.67472,2
20231011_00067,Dexiostoma,24,3,D37,2023-10-11,243.390672,2
20231011_00068,Dexiostoma,24,2,D35,2023-10-11,742.13592,2
20231011_00069,Dexiostoma,24,1,D31,2023-10-11,202.638624,2
20231011_00070,Dexiostoma,24,2,D34,2023-10-11,580.810152,2
20231011_00071,Dexiostoma,24,3,D38,2023-10-11,244.512288,2
20231011_00072,Spirostomum,24,2,S35,2023-10-11,98.889144,2
20231011_00073,Spirostomum,24,4,S41,2023-10-11,26.731848,2
20231011_00074,Spirostomum,24,3,S39,2023-10-11,73.465848,2
20231011_00075,Dexiostoma,24,1,D33,2023-10-11,274.048176,2
20231011_00076,Spirostomum,24,1,S33,2023-10-11,93.468,2
20231011_00077,Spirostomum,24,4,S40,2023-10-11,25.23636,2
20231011_00078,Dexiostoma,24,4,D42,2023-10-11,483.416496,2
20231011_00079,Spirostomum,24,5,S43,2023-10-11,29.90976,2
20231011_00080,Spirostomum,24,1,S32,2023-10-11,27.479592,2
20231011_00081,Spirostomum,24,3,S37,2023-10-11,64.119048,2
20231011_00082,Spirostomum,24,5,S45,2023-10-11,92.346384,2
20231011_00083,Dexiostoma,24,5,D45,2023-10-11,939.540336,2
20231011_00085,Spirostomum,24,2,S36,2023-10-11,82.438776,2
20231011_00086,Spirostomum,24,5,S44,2023-10-11,118.70436,2
20231011_00087,Dexiostoma,24,4,D40,2023-10-11,726.807168,2
20231011_00088,Dexiostoma,24,5,D43,2023-10-11,361.908096,2
20231011_00089,Dexiostoma,24,5,D44,2023-10-11,680.44704,2
20231011_00090,Dexiostoma,24,4,D41,2023-10-11,696.710472,2
20231011_00091,Dexiostoma,26,1,D46,2023-10-11,159.269472,2
20231011_00092,Spirostomum,26,3,S52,2023-10-11,51.4074,2
20231011_00093,Dexiostoma,26,2,D50,2023-10-11,1239.38568,2
20231011_00094,Spirostomum,26,3,S54,2023-10-11,51.220464,2
20231011_00095,Dexiostoma,26,1,D47,2023-10-11,243.390672,2
20231011_00096,Spirostomum,26,2,S51,2023-10-11,47.66868,2
20231011_00097,Dexiostoma,26,3,D53,2023-10-11,133.846176,2
20231011_00098,Spirostomum,26,4,S56,2023-10-11,23.367,2
20231011_00099,Dexiostoma,26,3,D54,2023-10-11,264.51444,2
20231011_00100,Spirostomum,26,1,S47,2023-10-11,30.8919661016949,2
20231011_00101,Dexiostoma,26,4,D57,2023-10-11,546.226992,2
20231011_00102,Dexiostoma,26,5,D59,2023-10-11,436.682496,2
20231011_00103,Dexiostoma,26,4,D56,2023-10-11,742.322856,2
20231011_00104,Spirostomum,26,5,S60,2023-10-11,23.367,2
20231011_00105,Dexiostoma,26,1,D48,2023-10-11,144.127656,2
20231011_00106,Spirostomum,26,4,S57,2023-10-11,23.367,2
20231011_00107,Spirostomum,26,2,S50,2023-10-11,53.650632,2
20231011_00108,Spirostomum,26,1,S46,2023-10-11,66.923088,2
20231011_00109,Dexiostoma,26,3,D52,2023-10-11,172.354992,2
20231011_00111,Spirostomum,26,4,S55,2023-10-11,33.274608,2
20231011_00112,Spirostomum,26,1,S48,2023-10-11,26.17104,2
20231011_00113,Spirostomum,26,5,S58,2023-10-11,27.479592,2
20231011_00114,Dexiostoma,26,2,D51,2023-10-11,572.02416,2
20231011_00115,Dexiostoma,26,4,D55,2023-10-11,417.80196,2
20231011_00116,Spirostomum,26,3,S53,2023-10-11,35.704776,2
20231011_00117,Spirostomum,26,2,S49,2023-10-11,30.283632,2
20231011_00118,Dexiostoma,26,2,D49,2023-10-11,531.085176,2
20231011_00119,Dexiostoma,26,5,D60,2023-10-11,618.571224,2
20231011_00120,Dexiostoma,26,5,D58,2023-10-11,515.195616,2
20231011_00121,Spirostomum,28,2,S66,2023-10-11,71.783424,2
20231011_00122,Dexiostoma,28,3,D68,2023-10-11,168.055464,2
20231011_00123,Dexiostoma,28,4,D72,2023-10-11,113.09628,2
20231011_00124,Dexiostoma,28,1,D61,2023-10-11,138.519576,2
20231011_00125,Dexiostoma,28,4,D71,2023-10-11,109.544496,2
20231011_00126,Spirostomum,28,1,S62,2023-10-11,46.734,2
20231011_00127,Spirostomum,28,1,S63,2023-10-11,23.367,2
20231011_00128,Dexiostoma,28,3,D67,2023-10-11,241.334376,2
20231011_00129,Dexiostoma,28,5,D73,2023-10-11,76.830696,2
20231011_00130,Dexiostoma,28,4,D70,2023-10-11,70.101,2
20231011_00131,Spirostomum,28,4,S72,2023-10-11,23.367,2
20231011_00132,Spirostomum,28,3,S67,2023-10-11,70.661808,2
20231011_00133,Dexiostoma,28,5,D74,2023-10-11,59.81952,2
20231011_00134,Spirostomum,28,2,S64,2023-10-11,27.479592,2
20231011_00135,Dexiostoma,28,1,D62,2023-10-11,53.837568,2
20231011_00137,Spirostomum,28,4,S71,2023-10-11,23.367,2
20231011_00138,Spirostomum,28,5,S75,2023-10-11,23.367,2
20231011_00139,Spirostomum,28,3,S69,2023-10-11,32.900736,2
20231011_00140,Dexiostoma,28,1,D63,2023-10-11,188.431488,2
20231011_00141,Dexiostoma,28,3,D69,2023-10-11,184.505832,2
20231011_00142,Spirostomum,28,2,S65,2023-10-11,33.087672,2
20231011_00144,Spirostomum,28,1,S61,2023-10-11,23.367,2
20231011_00145,Spirostomum,28,3,S68,2023-10-11,137.211024,2
20231011_00147,Dexiostoma,28,2,D65,2023-10-11,832.612944,2
20231011_00148,Dexiostoma,28,5,D75,2023-10-11,120.57372,2
20231011_00149,Dexiostoma,28,2,D64,2023-10-11,1045.346112,2
20231011_00150,Dexiostoma,28,2,D66,2023-10-11,823.826952,2
20231011_00001,Dexiostoma,18,5,D15,2023-10-12,841.212,3
20231011_00002,Spirostomum,18,1,S1,2023-10-12,26.7865609756098,3
20231011_00003,Dexiostoma,18,2,D6,2023-10-12,967.767672,3
20231011_00004,Dexiostoma,18,1,D2,2023-10-12,307.50972,3
20231011_00005,Dexiostoma,18,5,D14,2023-10-12,610.532976,3
20231011_00006,Spirostomum,18,1,S3,2023-10-12,96.645912,3
20231011_00007,Dexiostoma,18,3,D9,2023-10-12,211.798488,3
20231011_00008,Spirostomum,18,1,S2,2023-10-12,36.826392,3
20231011_00009,Dexiostoma,18,1,D3,2023-10-12,333.68076,3
20231011_00010,Dexiostoma,18,1,D1,2023-10-12,175.71984,3
20231011_00011,Spirostomum,18,2,S6,2023-10-12,52.155144,3
20231011_00012,Dexiostoma,18,2,D5,2023-10-12,859.9056,3
20231011_00013,Spirostomum,18,2,S4,2023-10-12,103.001736,3
20231011_00014,Spirostomum,18,2,S5,2023-10-12,98.515272,3
20231011_00015,Spirostomum,18,3,S9,2023-10-12,45.425448,3
20231011_00016,Spirostomum,18,3,S8,2023-10-12,85.242816,3
20231011_00017,Dexiostoma,18,2,D4,2023-10-12,895.42344,3
